specObjID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err,oi_6300_flux,oi_6300_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err
300623273564071936,149.1499,-0.49002964,0.08809023,55.78424,2.526301,16.89307,2.343119,14.49268,2.75703,37.46064,2.574049,0.1200234,2.025397,19.67849,2.680465,3.443311,2.449282
300623823319885824,149.15457,-0.11572062,0.1668876,130.3741,4.937591,24.96907,3.862165,46.54971,4.755458,78.74199,3.82521,13.15935,3.001492,38.78349,3.609951,29.63558,5.573586
300624647953606656,149.16987,-0.023341153,0.1391702,59.95195,4.78863,15.91731,3.796165,43.43653,4.146935,87.56698,4.211405,13.30203,3.346595,36.35145,4.424652,23.14262,3.970208
300624922831513600,149.14242,-0.37241929,0.09193386,26.00757,2.483707,6.096581,2.256044,15.64266,3.487375,32.54558,3.24091,8.864543,2.838429,8.862059,3.210685,9.025808,3.051763
300625472587327488,149.11792,0.18398894,0.06580772,105.842,3.394915,19.97931,2.387799,13.00234,2.608933,55.90726,3.127831,5.895974,2.315228,24.44191,2.665482,12.09344,2.623066
300625747465234432,149.15617,-0.31522682,0.08532704,67.74891,2.21177,17.20442,2.081412,1.322666,2.040295,32.90082,2.003161,2.868889,1.738461,5.125659,1.914698,9.443329,2.165835
300626022343141376,149.12806,0.08362819,0.08811073,14.02264,2.29624,7.817186,2.373754,12.66212,2.618612,7.654034,1.972601,0.4175776,1.836745,5.441381,2.302803,1.821419,2.199368
300626297221048320,149.15395,0.17248053,0.07903931,94.6191,2.60957,27.65553,2.3526,5.126853,2.188574,36.84829,2.137908,1.375963,1.672337,21.97574,3.056774,9.196157,2.087932
300626572098955264,148.45331,-1.1332843,0.0934706,16.39727,1.845606,7.879456,1.944048,18.29008,2.321435,26.22157,1.998505,5.14945,1.879721,9.242641,2.54165,6.296991,2.267629
300628221366396928,148.4325,-1.0264118,0.1102809,960.9924,8.588178,160.043,4.352494,711.9967,7.452432,708.8573,6.789004,94.52248,3.526764,254.3179,4.609388,211.6468,4.701151
300628496244303872,148.53557,-1.1786423,0.1426428,30.64867,2.816502,1.656432,2.520498,7.645345,2.867121,13.28452,2.88207,0.2395898,2.125503,3.879663,2.458567,2.873975,2.646781
300629046000117760,148.50906,-1.0035186,0.09160395,95.44471,2.573781,14.59663,2.179545,11.04013,2.405911,38.18506,2.10772,2.280809,1.824298,19.26332,2.37343,13.29624,2.022515
300630970145466368,148.49489,-1.0809097,0.1101958,253.5972,4.568084,45.99848,2.852384,12.2289,2.662239,80.64733,3.390506,7.949218,2.160536,31.31702,2.493377,22.77495,2.683289
300631245023373312,148.50439,-0.7917225,0.0891128,228.8008,2.936457,60.60601,2.051957,58.85229,2.196884,53.63553,1.645658,8.712956,1.599943,54.90516,3.180175,28.82332,2.024122
300631794779187200,148.45399,-0.79593592,0.08940861,875.5927,7.129237,196.5765,3.698131,56.91388,2.927918,352.4027,4.041708,25.51764,2.784643,149.3262,3.818111,107.9706,3.236449
300632619412908032,149.09028,-0.25137208,0.02139691,1253.103,10.34363,293.0078,4.646025,109.8257,3.454516,380.4087,4.460206,31.70715,2.367379,236.2986,3.995247,164.0212,3.636836
300632894290814976,149.1053,-0.36742265,0.0908874,45.66881,2.525214,9.005432,2.25238,10.18878,3.16877,29.86841,2.638283,3.011986,2.375723,8.132947,2.655217,12.73182,3.37544
300633444046628864,149.06268,-0.029201504,0.06383968,497.6858,5.561821,112.1052,3.298527,20.10443,2.90599,207.3628,3.694206,8.814327,2.246,81.14219,2.861733,60.05169,2.697261
300633718924535808,149.11249,0.1297301,0.04578607,404.6502,4.871091,91.85473,2.895476,85.69548,3.021172,91.56993,2.597965,14.9989,2.026391,83.4271,2.693052,59.16316,2.487217
300634268680349696,149.04382,-0.62281596,0.09358854,182.0825,3.063889,47.18971,2.229225,9.369322,1.955677,76.80988,2.300287,2.614147,1.749116,25.79487,2.14338,24.21933,2.271966
300635093314070528,149.0197,-0.23986022,0.08186871,256.6754,3.960028,52.61512,2.831575,8.988864,2.615765,81.51099,2.899959,6.908892,2.171731,27.73167,2.752505,21.7487,3.053584
300635368191977472,149.07118,-0.10311127,0.08443586,12.37053,1.607398,1.5584,1.589643,0.02775548,1.767121,6.983861,1.61655,2.863617,1.810337,2.764321,2.103232,3.605124,1.842133
300636192825698304,149.08494,-0.30017934,0.08435805,12.75887,1.057656,4.881363,1.287551,1.80456,1.828155,6.636269,1.482738,2.081097,1.798466,6.031891,2.152545,0.930812,1.662077
300636467703605248,149.02733,0.14326649,0.209054,0.5386039,2.327322,1.444687,1.852996,1.586742,1.718782,1.508814,2.327011,0.9116495,1.95413,1.016528,1.837629,2.985084,2.084575
300637017459419136,149.01061,0.13973901,0.0745739,103.8494,4.164403,20.31049,3.303058,9.757551,3.054037,54.57882,3.397998,6.583077,2.644271,21.61914,3.021611,15.12284,3.192633
300638116971046912,148.31755,-1.0505461,0.1393791,22.35993,3.514695,5.961082,3.111978,9.934059,2.939177,14.6222,2.526498,2.122177,2.221659,4.278097,2.909814,11.8729,2.842433
300638391848953856,148.35708,-1.0615241,0.08362079,203.1273,4.996762,56.25274,3.753434,255.691,5.128017,277.184,4.81763,38.12624,3.448695,81.41887,4.595782,66.64014,3.963383
300638941604767744,148.39456,-0.88771162,0.13728,96.90291,3.922285,17.37077,3.08075,98.33616,4.087401,99.79275,3.4381,6.459654,2.457138,24.22284,3.830627,18.54356,3.285015
300639216482674688,148.26946,-0.85665628,0.09042946,151.7438,3.210812,32.21909,2.5066,14.32806,3.192082,68.43263,2.868377,8.774839,2.666141,29.93388,2.738692,18.37644,3.337651
300639491360581632,148.24551,-0.97315015,0.04863385,821.1564,7.370894,185.9286,3.838354,130.6652,3.709748,218.9889,3.542726,24.78376,2.295847,161.3549,3.368989,114.2157,2.994303
300639766238488576,148.35353,-0.90500968,0.1375007,174.0884,3.305641,38.97179,2.534952,63.26905,3.147506,124.1617,2.851237,10.61702,1.898416,32.46215,3.06934,24.83163,2.549639
300640590872209408,148.36573,-1.0232385,0.1467323,483.593,5.236706,109.484,5.37523,27.90955,2.770728,288.652,3.45208,11.46595,1.848234,52.95959,2.4592,53.18776,3.834949
300641140628023296,148.24882,-0.80775746,0.1071979,12.8371,1.918992,3.133967,1.563787,3.419234,1.563172,10.40799,1.676005,2.299149,1.32209,4.251895,1.557404,3.151083,1.306202
300641965261744128,148.23767,-0.79198332,0.08978136,80.33105,12.2566,29.3238,7.127328,44.51359,6.932862,78.95554,11.52775,19.33431,6.966059,12.96848,8.174988,7.820006,8.350945
300642789895464960,148.23213,-0.86359612,0.1460121,7.008194,5.411042,2.463052,7.340683,5.040792,3.356271,9.326361,3.068993,0.8694987,2.485164,0.7479478,2.993395,7.670645,8.60249
300643614529185792,148.85664,-0.059159696,0.08821983,22.12747,3.891729,11.60925,3.113957,22.69796,3.878246,33.70086,4.285178,3.261212,3.149567,8.355144,4.06705,7.509438,3.992443
300644164284999680,148.87361,-0.29058415,0.1354369,164.0225,3.250294,45.68753,2.303758,13.09859,2.553002,74.49374,2.697261,4.264278,1.720048,26.81261,3.310815,22.51017,2.753112
300644714040813568,148.97947,-0.19030594,0.02094694,49.14135,3.021232,18.50891,2.49609,29.85291,3.246228,29.0288,3.132327,5.877972,2.842056,24.66943,3.223779,14.64355,3.523645
300644988918720512,148.84251,-0.044114155,0.08525094,39.85722,3.513154,11.40655,3.119685,15.45034,3.552295,28.43416,3.44261,7.292691,3.227561,17.1361,3.769978,10.02698,3.73932
300645813552441344,148.79165,-0.021022616,0.08521271,144.6992,2.91601,17.52187,2.282252,12.52802,2.299657,61.60482,2.38296,10.83084,2.05492,24.07854,2.393836,18.52033,2.497689
300646363308255232,148.9724,0.094808663,0.08464247,129.9941,2.417264,32.22066,1.996921,21.52588,1.999836,46.02188,1.820856,4.248509,1.834626,31.82191,2.400068,18.69729,1.935064
300646638186162176,148.84821,-0.5873222,0.137758,32.4797,3.230881,12.47849,2.831923,6.67525,3.062624,31.01748,2.821838,7.552783,2.342222,21.87324,3.604436,11.8983,3.0121
300646913064069120,148.84264,-0.078736738,0.08793307,72.34141,2.107149,18.22849,1.813968,12.8526,2.011326,28.66508,1.839836,2.690298,1.476188,10.99444,1.868196,7.102784,1.721285
300647737697789952,148.81068,0.16484644,0.2148981,73.58038,4.449238,16.14286,3.011099,12.40919,2.48706,34.05907,3.867577,4.169881,3.019192,13.4583,3.117934,19.35468,3.302439
300648012575696896,148.95481,-0.0020917873,0.1248562,172.4987,3.365013,46.60953,2.753104,27.57891,2.640432,76.3737,2.846534,6.795134,1.862403,36.5425,2.356755,22.50166,2.696655
300648287453603840,148.91534,-0.096735712,0.2160396,12.4343,3.447599,6.963444,2.498824,7.418313,2.865251,15.40501,3.974671,4.37883,3.280091,3.614846,3.700876,4.393405,3.89735
300649112087324672,147.94455,-1.22337,0.1219072,122.6432,4.03923,21.12342,2.542113,9.245537,2.643293,56.13741,2.966262,3.0021,2.108141,23.15282,2.455037,9.679518,2.270403
300649386965231616,148.09525,-1.1431802,0.04876426,102.7766,2.097193,31.3578,1.928037,28.25503,1.96263,16.22527,1.283019,4.666993,1.242706,25.95868,1.514719,18.12416,1.393125
300649661843138560,147.92786,-0.95696057,0.09202483,51.47429,4.663491,33.57568,4.515512,15.86487,4.778378,34.63062,4.750932,3.186994,4.067805,7.214145,4.686424,7.613285,4.505835
300650211598952448,148.01223,-1.2109547,0.08558311,39.24729,5.055803,6.324595,4.469557,16.41809,4.475727,53.03069,4.697374,3.071385,3.823743,9.320571,4.33269,4.804509,4.410085
300650761354766336,148.2123,-1.1734604,0.08359117,145.1428,3.636704,36.98163,3.066018,32.4646,3.469229,90.51871,3.370343,11.59645,2.947823,52.01378,4.132522,27.32472,3.345389
300651036232673280,147.99099,-1.1068001,0.07459193,1732.984,12.62226,426.2533,5.720361,177.5252,4.512386,754.5494,6.491689,44.20701,2.909592,298.7753,4.74006,215.7513,4.595745
300651311110580224,148.06218,-0.66082464,0.1330491,22.90122,2.473261,8.422595,2.153031,4.05454,2.372281,17.42715,2.229524,1.453751,1.72694,6.676142,3.620649,0.6997162,3.193193
300651585988487168,148.00631,-1.0176983,0.108012,135.0494,4.687079,27.57534,3.3701,35.33691,3.637091,82.54055,3.542251,13.05377,2.794034,47.64561,3.170348,31.38069,2.947744
300651860866394112,148.0682,-0.70477622,0.06630035,24.40374,3.783048,11.72218,3.400373,23.96125,5.807826,17.928,5.310678,0.3884444,4.952319,19.11228,5.819895,4.158709,5.917302
300652410622208000,148.00219,-0.78406217,0.132866,146.121,3.083715,29.37436,2.223124,13.06574,2.547204,54.43324,2.320663,6.875078,1.691819,19.21101,3.950384,14.66876,2.983064
300652685500114944,147.96518,-0.94934334,0.09229714,42.3313,1.831356,8.133514,1.873349,3.75212,1.915515,17.63593,1.498187,1.71775,1.298983,11.52646,1.600453,7.029547,1.486465
300652960378021888,148.00553,-0.76804989,0.1390814,26.28152,3.002767,2.146141,2.475156,3.466607,2.517885,16.33265,2.260996,1.045507,1.912547,10.71244,2.65889,7.974649,2.314421
300653235255928832,148.04897,-0.85206301,0.1332475,383.1564,6.157526,61.66449,4.208851,18.71664,4.298846,140.8203,4.740891,13.93759,3.377181,48.07209,5.985013,38.67274,5.590249
300653785011742720,148.03294,-1.1427995,0.08339076,136.4809,3.940536,22.34612,3.320544,52.73117,3.846022,149.6109,3.836601,14.73932,3.043916,30.71905,4.178386,25.78014,3.421894
300654334767556608,148.54937,-0.066125284,0.0475889,158.4125,2.595488,42.71885,2.001095,43.8336,1.999932,27.02734,1.431815,7.311999,1.266746,38.69923,1.562974,25.98217,1.486472
300654884523370496,148.67172,-0.37126581,0.1626469,7.513715,2.184675,1.558275,1.492517,7.306343,3.898102,17.02369,3.34723,3.942791,3.050719,6.566001,3.382121,1.565135,3.132854
300655434279184384,148.58493,-0.31146803,0.02968988,39.28343,1.473909,15.30469,1.505966,21.22053,1.851103,6.298053,1.095224,0.8348475,1.07811,13.01101,1.394205,7.093342,1.148273
300655709157091328,148.50575,-0.11386407,0.1273127,4.256665,1.969006,3.797814,1.808964,10.27964,4.856634,4.281172,4.052477,3.54107,3.712014,3.97052,5.281447,2.486641,5.403357
300655984034998272,148.65765,-0.59984333,0.1642405,51.46577,3.718761,11.42934,2.483103,60.92782,3.275845,52.15194,2.718096,4.188266,2.101971,11.47978,3.211764,8.279478,2.254458
300657083546626048,148.72889,0.18885939,0.0944446,196.4521,2.778513,44.83024,2.013663,19.76693,1.888765,56.54558,1.786835,3.835054,1.406243,34.15708,1.834928,26.015,2.172266
300657358424532992,148.43474,-0.090464332,0.08368891,649.7175,6.220168,134.8891,3.350105,40.89649,2.977184,329.9208,4.12891,34.14533,2.656942,122.6081,3.971956,96.46764,3.275378
300657908180346880,148.67968,-0.025100879,0.0842066,325.7952,3.552214,79.37543,2.311617,9.202532,1.868392,107.846,2.112735,4.300614,1.719775,54.60605,2.284706,35.65143,1.88827
300658183058253824,148.60004,0.12917036,0.1509164,106.197,3.278705,21.7133,2.742924,6.434322,2.806269,43.79079,2.929094,1.875408,2.422258,17.53968,2.717772,14.11031,3.274631
300658457936160768,148.58999,0.15324382,0.1504635,71.62463,2.110305,18.58035,1.797923,7.454234,2.116644,31.49483,2.223706,3.848966,1.934556,12.17011,2.182024,8.937484,1.770228
300658732814067712,148.69239,0.042002604,0.103538,733.8729,6.793257,209.273,3.613756,366.8779,4.95212,126.7331,2.517758,20.83839,1.862542,105.8378,2.46881,78.44872,2.420712
300659557447788544,148.10352,-0.46224293,0.106981,283.6448,3.75158,70.57777,2.381278,23.34986,2.239243,106.8202,2.771751,9.128121,1.67538,51.64438,2.252733,36.12083,1.920516
300660382081509376,148.18303,-0.058259826,0.04565335,559.7024,7.05019,129.3916,3.96503,24.06569,3.557712,199.7853,4.817954,11.4854,3.267229,55.1946,3.7286,46.56064,3.721596
300661206715230208,148.13563,-0.3423445,0.06543949,23.27724,2.563792,5.027421,2.218504,13.46952,2.895458,21.17114,2.658268,8.734525,2.298361,14.11264,2.479933,13.32496,2.563453
300662031348951040,148.11417,-0.49295285,0.1071957,12.59289,2.506622,3.587182,2.014268,12.42327,2.780409,4.749297,2.298954,1.492056,2.194917,1.636371,2.414817,3.780153,2.162772
300662581104764928,148.40568,-0.041013942,0.1110355,661.7244,6.191997,135.8446,3.07524,62.87858,2.784092,257.8566,4.055047,25.39231,1.953685,124.4592,2.857889,90.49993,2.737219
300662855982671872,148.24054,0.11791934,0.08234423,205.8799,3.045944,46.9252,2.253267,16.82545,2.152422,71.37787,2.146207,4.276676,1.656128,36.98706,2.221439,20.75451,2.326086
300664230372206592,148.12516,-0.41786911,0.05177494,151.0803,4.412542,32.35971,3.28867,19.38296,3.56437,102.9211,4.279146,5.466447,3.061324,35.16449,3.545395,22.37871,3.445166
300664780128020480,148.08477,-0.14661638,0.2274882,45.49737,4.276431,7.567381,2.697381,4.273575,2.198857,21.85881,2.831021,2.717897,2.24806,9.540016,2.82667,10.66698,2.883843
300665055005927424,147.8307,-0.17603576,0.03704123,142.7995,2.539015,38.72056,2.020909,61.89884,2.543088,20.31067,1.559555,8.183682,1.583281,28.70416,1.574341,21.9203,1.662527
300665329883834368,147.72827,0.13585898,0.08011292,166.6004,3.439218,48.60486,2.687743,33.17283,2.81045,63.6263,2.676329,7.932168,2.20707,44.30239,2.930372,34.51288,2.835381
300665604761741312,147.92467,-0.23894113,0.06465202,302.0594,3.924648,66.28398,2.594217,28.85373,2.583353,115.9089,2.801136,11.29842,1.94892,61.72988,2.40779,46.56725,2.289868
300666429395462144,147.86306,-0.16839547,0.1258022,322.898,4.425548,68.62122,2.804698,14.56087,2.467841,107.7153,2.848806,2.162318,1.991919,47.93288,2.446897,31.97141,2.319638
300667254029182976,147.90346,-0.3177735,0.0792563,150.9513,3.859812,34.89052,2.978564,26.64145,3.100027,89.92256,3.384989,12.13378,2.684094,54.55386,3.6703,41.51113,3.338467
300667528907089920,147.69322,0.13053617,0.06914463,189.8785,3.534782,37.90817,2.879646,12.52935,2.718271,85.56366,2.725985,6.627734,1.926105,32.17059,2.30182,23.00072,2.244036
300668353540810752,147.85775,-0.04388436,0.07448252,113.5525,2.372455,29.64138,1.916025,10.94909,1.784128,37.02156,1.673235,3.5141,1.27369,28.08772,1.665696,21.19785,1.717707
300668628418717696,147.89962,-0.21525091,0.08503481,109.3874,2.892354,20.16314,2.614132,5.620355,2.52377,54.24135,2.539823,6.69549,2.266617,17.7777,2.601584,10.86336,2.672994
300668903296624640,147.79347,0.12325749,0.0927944,11.14699,2.739044,3.058928,2.500125,10.78418,2.949313,13.49576,2.681507,5.919239,2.675334,4.971894,3.554557,0.9222323,2.953339
300669178174531584,147.73989,0.15970833,0.08043766,13.6433,2.323903,3.754874,2.149462,12.59471,3.197957,16.97254,2.600159,5.345383,2.444908,14.94801,3.002815,6.797697,3.00055
300669727930345472,147.81045,0.046493486,0.1333251,242.1171,3.539927,44.05736,2.231546,11.61989,2.240019,125.6245,2.698405,8.257575,1.649523,42.19727,3.456714,26.87576,3.3455
300670277686159360,147.77579,0.05411649,0.08020487,167.4065,2.650855,45.88344,2.083282,13.65809,1.842152,56.78626,1.834561,5.081095,1.434861,35.57194,2.085319,26.99824,2.011718
300671377197787136,147.87054,-0.95820669,0.1610499,363.8727,6.933481,64.71584,3.562676,13.92556,3.813106,137.2156,4.930008,8.128525,3.666735,40.0334,3.785705,32.79408,3.719961
300672751587321856,147.90662,-1.1703902,0.06287614,151.5709,2.673202,39.58074,1.982732,15.4572,1.973304,51.24837,1.807892,5.500399,1.364818,32.42798,1.885797,22.97217,1.609897
300673301343135744,147.78838,-1.2410359,0.1277621,267.8967,3.965447,56.27699,2.755898,11.09141,2.662856,116.3806,2.996849,6.711371,1.989415,38.6576,2.715405,31.10056,2.658148
300673851098949632,147.72206,-0.69100875,0.1388665,59.90139,2.240513,13.22737,1.745951,2.57116,1.72727,23.06856,1.668028,1.530632,1.273652,9.387262,1.808151,4.384716,1.515103
300674125976856576,147.80929,-0.72849148,0.03680692,323.2633,3.871348,70.00838,2.275418,27.10915,2.110068,108.3483,2.333258,9.799683,1.795816,72.98557,2.222465,51.66182,2.139632
300674400854763520,147.74008,-0.74340141,0.1610515,11.90835,2.559534,5.375667,1.921192,3.333942,2.162245,10.57753,2.44753,5.107574,3.870181,3.264216,2.017812,5.071482,1.857712
300675225488484352,147.73297,-0.72031643,0.1604183,22.27674,4.286984,5.605584,2.557944,11.61049,3.059037,25.53822,3.333375,2.66344,2.435211,10.25694,4.042759,3.71003,2.759615
300675775244298240,147.65921,-1.0037984,0.03727411,172.9532,2.501132,46.19492,1.896508,26.81836,1.894686,50.81336,1.801032,4.432697,1.341049,44.31765,1.682897,30.10494,1.609265
300676325000112128,147.64572,-0.27665868,0.06367001,270.1227,4.424151,59.54145,3.084947,27.02074,3.017359,117.5956,3.327346,9.222262,2.353451,54.70322,2.821858,39.47166,2.858747
300676599878019072,147.82997,-0.44150459,0.08107782,89.55761,2.406978,17.90499,1.967553,16.80273,2.139389,40.15483,2.101715,2.361226,1.663561,16.17432,2.120565,9.800364,4.735912
300677149633832960,147.96631,-0.50010909,0.08927534,43.51966,3.801012,15.64125,3.276373,20.7875,3.429236,33.97776,3.528483,4.234304,3.524267,17.38218,4.268761,10.09932,3.675042
300678249145460736,147.86931,-0.56269163,0.0371546,732.1072,6.706946,147.4689,3.155749,68.83253,2.763731,215.644,3.309934,16.31324,2.40361,142.4632,3.041239,101.7864,2.89113
300678798901274624,147.8548,-0.36901139,0.07910439,367.6431,4.601235,76.19621,2.945373,21.31556,2.582665,138.4123,3.062431,12.48891,2.098137,61.07221,3.229579,42.62658,2.714373
300679073779181568,147.7359,-0.31801106,0.05252608,257.3629,3.982412,65.85088,2.673676,24.48704,2.558568,95.99925,2.815305,8.973182,2.034804,54.24149,2.579562,38.19325,2.441644
300680173290809344,148.03322,-0.56225306,0.1347834,61.54836,1.857951,18.97905,1.736124,1.791911,1.798057,22.14013,1.805744,2.340091,1.210814,16.38936,2.108735,6.382587,1.947991
300681822558251008,147.24633,-1.2532563,0.1275448,26.37912,2.702639,7.61873,2.076,13.62244,2.742231,47.95195,2.867487,3.756862,2.111294,15.70373,2.891893,12.34966,2.668568
300682372314064896,147.40154,-0.83309354,0.08136618,354.9441,4.05916,77.33115,2.755032,24.42945,2.396262,113.7861,2.519552,11.77949,1.771045,66.79474,2.583442,49.54191,3.685133
300682647191971840,147.37478,-0.85898878,0.01946783,60.90096,1.093727,15.58486,0.9422239,21.52299,0.9800097,16.08556,0.7296982,2.867806,0.629752,13.18931,0.7347552,8.636026,0.8499572
300682922069878784,147.43112,-0.86728318,0.08000757,79.73071,2.283859,15.34537,1.909567,3.108346,1.79558,27.95938,1.80094,2.72319,1.495398,17.91455,2.131887,14.57492,2.011794
300683196947785728,147.48643,-0.97518784,0.0824445,22.94886,4.689783,6.464009,4.087992,13.851,4.330331,26.23555,4.423829,9.360282,3.930097,4.83443,4.704157,5.417273,4.734425
300683471825692672,147.40814,-0.88704365,0.09133507,5.220958,1.847251,3.632879,1.932149,6.274669,1.941356,0.644007,1.517776,2.413685,1.634678,3.762086,1.744727,1.026882,1.774308
300684021581506560,147.404,-1.1733014,0.06273336,60.09156,2.895745,20.1096,2.706852,12.02855,2.703313,43.38868,2.852946,2.721234,2.116745,8.543865,2.27596,8.370733,2.324778
300684846215227392,147.65468,-0.88138554,0.2695808,35.25259,3.818311,3.364843,2.19527,9.523728,2.750439,35.78773,5.771507,10.40413,4.567465,1.439963,4.251937,11.3745,4.908868
300685670848948224,147.60714,-0.75427855,0.1256663,178.9259,3.338372,48.07443,2.419599,29.85422,2.328833,78.98722,2.500422,3.118382,1.643496,21.07478,2.19199,20.69902,2.084364
300685945726855168,147.52334,-0.84953021,0.09255436,240.4535,3.223991,56.27959,2.139345,15.56774,1.923998,71.10073,1.8552,7.358994,1.337392,48.12361,2.519015,32.70259,1.762258
300686770360576000,147.42829,-0.84007574,0.08097252,73.12326,4.779845,31.29603,4.112629,37.87999,3.802993,63.11119,3.921458,28.3918,3.531946,28.07733,3.937879,23.50158,4.688897
300687594994296832,147.43725,-0.34209863,0.09523784,78.36694,2.611777,19.99411,2.19906,42.78285,2.72123,44.62761,2.202727,2.901692,1.972043,14.68593,2.390809,9.409718,2.52572
300688144750110720,147.43912,0.046829915,0.09281362,30.88534,4.387091,16.29466,4.077124,17.171,4.738285,36.49393,4.751434,6.566465,4.16333,24.12859,5.504622,5.057275,4.899993
300688969383831552,147.56782,-0.28138654,0.1259008,121.7341,3.701471,30.5525,2.743062,21.48228,2.88918,88.82385,3.179532,4.350688,2.181491,32.81842,2.742202,20.5186,2.635298
300691718162900992,147.47772,-0.16522961,0.0921118,266.474,3.865549,45.82029,2.647509,9.997724,2.72336,101.797,2.918432,11.15263,2.211461,39.94684,2.808149,31.28918,2.621517
300691993040807936,147.4905,-0.31634141,0.06365392,205.4111,3.441482,49.79659,2.463042,14.78505,2.39604,72.0042,2.355003,5.086607,1.720938,40.74126,2.107101,29.43159,1.967243
300692817674528768,147.17678,-0.95284717,0.09214666,99.41032,3.007924,23.62119,2.51475,9.482328,2.844951,44.23066,2.778251,4.983086,2.296837,21.42559,2.822063,14.78515,2.618922
300694466941970432,147.19617,-1.2085178,0.1274621,16.53471,2.773798,1.66705,2.089738,8.422592,2.650488,13.71618,2.473073,0.6307673,2.016561,6.898744,2.846823,3.519919,2.53739
300695291575691264,147.07152,-1.2306963,0.06696795,213.6567,3.545455,57.40089,2.835768,49.01106,3.024706,69.56985,2.487296,6.747792,1.883536,47.26445,2.386496,33.8153,2.325655
300695566453598208,147.22992,-0.89837162,0.08512671,171.8185,2.670748,43.74771,2.293757,42.19922,2.544891,40.58176,1.791486,7.046898,1.721636,39.36613,2.20007,33.27276,2.297932
300696391087319040,147.07786,-0.87301304,0.06685378,153.4416,3.742943,40.20667,3.001977,29.25554,3.328949,78.76233,3.169369,10.5059,2.685148,41.15628,2.881469,22.9399,2.773334
300696665965225984,147.27217,-0.67572859,0.1442454,117.6717,3.248803,26.06658,2.687056,6.995875,2.732269,53.91338,2.873929,6.553064,2.170672,26.5309,2.877162,16.14981,2.644017
300696940843132928,147.2077,-1.1858975,0.1281887,75.68,4.931794,13.84005,3.649876,66.72366,4.417905,100.6584,4.606146,16.56071,3.317466,70.23488,4.432086,32.63797,5.253483
300697215721039872,146.88131,-0.51417256,0.1268357,18.08111,3.23781,1.966558,2.01539,14.4207,4.212513,27.88765,4.787107,0.3139833,3.127543,9.024871,4.659787,12.79919,4.571485
300698040354760704,146.78847,-0.31065752,0.05661373,86.15946,2.05165,21.42213,1.931363,20.60324,1.93604,15.16521,1.368317,5.778467,1.217587,18.73058,1.391337,14.25969,1.340933
300698315232667648,147.39993,-0.55694386,0.1267847,74.96924,4.753597,3.006113,3.210934,6.420539,3.061561,34.89899,3.629971,3.70189,2.659903,8.818384,3.21869,5.152297,3.320373
300698864988481536,147.34191,-0.54030367,0.1253882,375.5125,4.464956,87.45477,2.895989,29.80406,2.606321,132.4469,2.958981,8.326049,1.864457,58.30838,2.53121,42.55104,2.619682
300699414744295424,147.22073,-0.29316914,0.08420008,80.78886,6.229854,25.76162,4.800033,47.07151,5.371298,125.7663,6.366876,13.21121,5.418408,42.77458,6.437413,27.06815,6.012987
300699689622202368,146.75722,0.0084061309,0.05592503,31.3096,3.325331,8.39609,3.074788,29.75752,3.780972,34.39661,3.571912,5.306005,2.886551,15.194,3.097601,14.62449,3.172222
300700239378016256,147.39152,-0.24981181,0.03620402,181.898,2.998813,41.81347,2.17581,16.31828,2.09271,59.38943,2.069721,10.95073,1.798489,41.79287,2.124931,32.06631,2.018226
300700514255923200,146.82604,-0.33740932,0.06295811,60.93372,2.341522,10.32321,1.94485,8.190108,1.883119,24.83495,1.795819,3.029412,1.436524,16.90225,1.70577,10.41324,1.646069
300701613767550976,147.40538,0.11135887,0.06903543,240.6416,3.406973,63.58613,2.517336,20.62229,2.343444,90.13706,2.346674,7.865307,1.665612,51.91526,2.157755,34.33863,2.010724
300702713279178752,147.49765,0.10419984,0.08416865,77.96598,1.978819,22.90193,1.92491,20.20629,2.191805,16.92961,1.493205,10.4036,1.94165,15.0992,2.47194,11.39043,2.008393
300703263034992640,147.37888,-0.38506069,0.1163653,396.0972,4.593658,90.2422,2.710786,67.93123,2.764414,104.9147,2.447429,11.51025,1.551037,73.75316,2.205711,56.15826,2.064832
300703537912899584,146.96299,1.1877911,0.1641794,315.8114,5.199472,63.03196,2.957021,28.6651,3.371661,97.47633,3.084988,9.164312,2.170293,52.56338,4.993179,42.79973,2.601012
300705462058248192,147.24571,1.1384966,0.02552898,318.014,3.685425,82.50459,3.035689,113.5187,3.009628,61.67018,1.792972,12.22184,1.572436,78.36446,2.396627,51.92841,2.100068
300705736936155136,147.19636,1.0532201,0.02726925,283.4354,7.783105,80.64535,5.582968,112.5854,6.458562,174.2049,7.089195,22.28715,5.974459,125.0264,7.162358,88.79155,6.885224
300706561569875968,147.16742,0.9439156,0.1661029,131.3698,4.119009,22.67614,3.214287,5.588608,3.688974,61.39359,3.105335,7.117922,2.648165,26.7995,2.741806,17.38148,3.461505
300707111325689856,147.30638,1.1777612,0.02502265,132.1454,3.792178,35.75417,3.186168,24.1864,3.934504,71.00978,3.572607,8.844723,2.938949,33.32501,3.400856,25.24776,3.399657
300708210837317632,147.33565,1.1533879,0.0274709,31.00014,1.726901,10.0294,2.063744,9.808921,2.257832,5.054389,1.306841,0.5098095,1.494683,9.2691,1.874311,9.592723,1.715031
